연도,월,기준월,시도,충전량_kWh,충전횟수,충전시간_h,활성충전기수
2025,5,2025-05,인천,467160.68,19722.0,5417.27,261.0
2025,5,2025-05,전남,864881.48,33040.0,9139.81,840.0
2025,5,2025-05,전북,878496.58,34639.0,9547.76,726.0
2025,5,2025-05,제주,608771.59,27380.0,7800.42,313.0
2025,5,2025-05,충남,1184819.51,49191.0,13630.98,846.0
2025,5,2025-05,충북,982192.64,41572.0,11819.09,577.0
2025,6,2025-06,강원,783597.11,31220.0,8753.99,688.0
2025,6,2025-06,경기,1847249.42,79599.0,22031.97,1060.0
2025,6,2025-06,경남,1072409.51,44304.0,12464.55,852.0
2025,6,2025-06,경북,1417596.32,58030.0,16624.26,1070.0
2025,6,2025-06,광주,192433.95,7486.0,1989.22,150.0
2025,6,2025-06,대구,280016.75,11210.0,3135.33,215.0
2025,6,2025-06,대전,279589.37,11555.0,3161.05,158.0
2025,6,2025-06,부산,201170.24,8569.0,2447.65,130.0
2025,6,2025-06,서울,474414.75,20723.0,5554.39,264.0
2025,6,2025-06,세종,64054.22,2686.0,768.23,74.0
2025,6,2025-06,울산,205307.48,8713.0,2484.4,176.0
2025,6,2025-06,인천,453706.4,18904.0,5356.92,262.0
2025,6,2025-06,전남,795940.68,30043.0,8458.27,839.0
2025,6,2025-06,전북,789944.05,30988.0,8604.9,724.0
2025,6,2025-06,제주,635147.4,28176.0,8101.47,311.0
2025,6,2025-06,충남,1112802.0,45705.0,12879.06,837.0
2025,6,2025-06,충북,928511.58,38857.0,11233.25,577.0
2025,7,2025-07,강원,953053.9,37255.0,10308.71,691.0
2025,7,2025-07,경기,2167705.22,92493.0,25455.87,1062.0
2025,7,2025-07,경남,1291545.6,52492.0,14563.2,854.0
2025,7,2025-07,경북,1659980.42,67086.0,19038.34,1075.0
2025,7,2025-07,광주,231958.41,8803.0,2382.32,149.0
2025,7,2025-07,대구,338715.85,13316.0,3692.47,215.0
2025,7,2025-07,대전,325839.61,13181.0,3634.93,158.0
2025,7,2025-07,부산,248726.53,10326.0,2870.79,130.0
2025,7,2025-07,서울,577961.45,24577.0,6509.89,264.0
2025,7,2025-07,세종,77914.66,3176.0,891.32,68.0
2025,7,2025-07,울산,252406.2,10376.0,2945.68,176.0
2025,7,2025-07,인천,552287.75,22406.0,6143.94,262.0
2025,7,2025-07,전남,920391.87,34310.0,9587.28,839.0
2025,7,2025-07,전북,888614.08,34417.0,9567.24,725.0
2025,7,2025-07,제주,806408.14,34560.0,9808.54,312.0
2025,7,2025-07,충남,1276908.45,52094.0,14515.46,842.0
2025,7,2025-07,충북,1054450.89,43306.0,12433.78,578.0
2025,8,2025-08,강원,1067748.7,41185.0,11464.47,690.0
2025,8,2025-08,경기,2132810.22,90848.0,25084.72,1060.0
2025,8,2025-08,경남,1273137.13,51840.0,14344.41,853.0
2025,8,2025-08,경북,1787842.8,72339.0,20681.53,1073.0
2025,8,2025-08,광주,212530.89,8042.0,2207.81,148.0
2025,8,2025-08,대구,355251.39,13828.0,3882.28,215.0
2025,8,2025-08,대전,330833.6,13409.0,3707.21,160.0
2025,8,2025-08,부산,259317.74,10402.0,2892.22,131.0
2025,8,2025-08,서울,556264.03,23072.0,6244.71,264.0
2025,8,2025-08,세종,77582.82,3128.0,870.28,68.0
2025,8,2025-08,울산,242499.38,9684.0,2762.75,176.0
2025,8,2025-08,인천,545437.33,21843.0,6097.31,262.0
2025,8,2025-08,전남,950792.95,35368.0,9963.14,839.0
2025,8,2025-08,전북,944713.16,36677.0,10036.12,724.0
2025,8,2025-08,제주,833027.37,35421.0,10137.27,313.0
2025,8,2025-08,충남,1344238.2,54635.0,15295.2,839.0
2025,8,2025-08,충북,1108636.96,45856.0,13097.48,577.0
