기준월,연도,월,시도,예측값,value_status,component_moe_scaled,component_load_share,weight_moe,weight_load,모형ID,충전량_kWh,관측값,estimated_value,출처ID
2022-07,2022,7,인천,785829.51,estimated,785829.51,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,785829.51,,785829.51,kepco_hybrid_forecast_v1
2022-07,2022,7,전남,1110373.22,estimated,1110373.22,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1110373.22,,1110373.22,kepco_hybrid_forecast_v1
2022-07,2022,7,전북,519492.49,estimated,519492.49,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,519492.49,,519492.49,kepco_hybrid_forecast_v1
2022-07,2022,7,제주,901299.44,estimated,901299.44,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,901299.44,,901299.44,kepco_hybrid_forecast_v1
2022-07,2022,7,충남,448517.36,estimated,448517.36,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,448517.36,,448517.36,kepco_hybrid_forecast_v1
2022-07,2022,7,충북,660148.99,estimated,660148.99,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,660148.99,,660148.99,kepco_hybrid_forecast_v1
2022-08,2022,8,강원,1146463.55,estimated,1146463.55,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1146463.55,,1146463.55,kepco_hybrid_forecast_v1
2022-08,2022,8,경기,2408426.56,estimated,2408426.56,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,2408426.56,,2408426.56,kepco_hybrid_forecast_v1
2022-08,2022,8,경남,1438164.63,estimated,1438164.63,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1438164.63,,1438164.63,kepco_hybrid_forecast_v1
2022-08,2022,8,경북,868331.65,estimated,868331.65,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,868331.65,,868331.65,kepco_hybrid_forecast_v1
2022-08,2022,8,광주,605820.45,estimated,605820.45,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,605820.45,,605820.45,kepco_hybrid_forecast_v1
2022-08,2022,8,대구,916225.11,estimated,916225.11,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,916225.11,,916225.11,kepco_hybrid_forecast_v1
2022-08,2022,8,대전,635393.95,estimated,635393.95,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,635393.95,,635393.95,kepco_hybrid_forecast_v1
2022-08,2022,8,부산,668895.12,estimated,668895.12,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,668895.12,,668895.12,kepco_hybrid_forecast_v1
2022-08,2022,8,서울,1686094.7,estimated,1686094.7,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1686094.7,,1686094.7,kepco_hybrid_forecast_v1
2022-08,2022,8,세종,205210.24,estimated,205210.24,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,205210.24,,205210.24,kepco_hybrid_forecast_v1
2022-08,2022,8,울산,213014.99,estimated,213014.99,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,213014.99,,213014.99,kepco_hybrid_forecast_v1
2022-08,2022,8,인천,795427.98,estimated,795427.98,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,795427.98,,795427.98,kepco_hybrid_forecast_v1
2022-08,2022,8,전남,1171878.32,estimated,1171878.32,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1171878.32,,1171878.32,kepco_hybrid_forecast_v1
2022-08,2022,8,전북,570000.02,estimated,570000.02,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,570000.02,,570000.02,kepco_hybrid_forecast_v1
2022-08,2022,8,제주,1040519.92,estimated,1040519.92,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1040519.92,,1040519.92,kepco_hybrid_forecast_v1
2022-08,2022,8,충남,467491.27,estimated,467491.27,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,467491.27,,467491.27,kepco_hybrid_forecast_v1
2022-08,2022,8,충북,720569.86,estimated,720569.86,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,720569.86,,720569.86,kepco_hybrid_forecast_v1
2022-09,2022,9,강원,990284.48,estimated,990284.48,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,990284.48,,990284.48,kepco_hybrid_forecast_v1
2022-09,2022,9,경기,2291524.96,estimated,2291524.96,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,2291524.96,,2291524.96,kepco_hybrid_forecast_v1
2022-09,2022,9,경남,1328223.24,estimated,1328223.24,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1328223.24,,1328223.24,kepco_hybrid_forecast_v1
2022-09,2022,9,경북,835989.89,estimated,835989.89,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,835989.89,,835989.89,kepco_hybrid_forecast_v1
2022-09,2022,9,광주,579305.91,estimated,579305.91,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,579305.91,,579305.91,kepco_hybrid_forecast_v1
2022-09,2022,9,대구,871138.41,estimated,871138.41,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,871138.41,,871138.41,kepco_hybrid_forecast_v1
2022-09,2022,9,대전,607495.58,estimated,607495.58,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,607495.58,,607495.58,kepco_hybrid_forecast_v1
2022-09,2022,9,부산,631932.37,estimated,631932.37,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,631932.37,,631932.37,kepco_hybrid_forecast_v1
2022-09,2022,9,서울,1564299.66,estimated,1564299.66,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1564299.66,,1564299.66,kepco_hybrid_forecast_v1
2022-09,2022,9,세종,181121.25,estimated,181121.25,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,181121.25,,181121.25,kepco_hybrid_forecast_v1
2022-09,2022,9,울산,191917.57,estimated,191917.57,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,191917.57,,191917.57,kepco_hybrid_forecast_v1
2022-09,2022,9,인천,736915.68,estimated,736915.68,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,736915.68,,736915.68,kepco_hybrid_forecast_v1
2022-09,2022,9,전남,1031718.32,estimated,1031718.32,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1031718.32,,1031718.32,kepco_hybrid_forecast_v1
2022-09,2022,9,전북,589142.46,estimated,589142.46,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,589142.46,,589142.46,kepco_hybrid_forecast_v1
2022-09,2022,9,제주,777044.49,estimated,777044.49,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,777044.49,,777044.49,kepco_hybrid_forecast_v1
2022-09,2022,9,충남,466977.99,estimated,466977.99,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,466977.99,,466977.99,kepco_hybrid_forecast_v1
2022-09,2022,9,충북,705278.05,estimated,705278.05,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,705278.05,,705278.05,kepco_hybrid_forecast_v1
2022-10,2022,10,강원,1184733.4,estimated,1184733.4,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1184733.4,,1184733.4,kepco_hybrid_forecast_v1
2022-10,2022,10,경기,2566426.5,estimated,2566426.5,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,2566426.5,,2566426.5,kepco_hybrid_forecast_v1
2022-10,2022,10,경남,1497547.37,estimated,1497547.37,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1497547.37,,1497547.37,kepco_hybrid_forecast_v1
2022-10,2022,10,경북,994602.71,estimated,994602.71,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,994602.71,,994602.71,kepco_hybrid_forecast_v1
2022-10,2022,10,광주,618922.22,estimated,618922.22,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,618922.22,,618922.22,kepco_hybrid_forecast_v1
2022-10,2022,10,대구,934202.94,estimated,934202.94,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,934202.94,,934202.94,kepco_hybrid_forecast_v1
2022-10,2022,10,대전,667827.91,estimated,667827.91,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,667827.91,,667827.91,kepco_hybrid_forecast_v1
2022-10,2022,10,부산,680440.83,estimated,680440.83,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,680440.83,,680440.83,kepco_hybrid_forecast_v1
2022-10,2022,10,서울,1665965.75,estimated,1665965.75,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1665965.75,,1665965.75,kepco_hybrid_forecast_v1
2022-10,2022,10,세종,201638.03,estimated,201638.03,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,201638.03,,201638.03,kepco_hybrid_forecast_v1
2022-10,2022,10,울산,223773.13,estimated,223773.13,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,223773.13,,223773.13,kepco_hybrid_forecast_v1
2022-10,2022,10,인천,829289.39,estimated,829289.39,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,829289.39,,829289.39,kepco_hybrid_forecast_v1
2022-10,2022,10,전남,1192846.54,estimated,1192846.54,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1192846.54,,1192846.54,kepco_hybrid_forecast_v1
2022-10,2022,10,전북,647957.78,estimated,647957.78,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,647957.78,,647957.78,kepco_hybrid_forecast_v1
2022-10,2022,10,제주,939769.81,estimated,939769.81,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,939769.81,,939769.81,kepco_hybrid_forecast_v1
2022-10,2022,10,충남,540875.34,estimated,540875.34,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,540875.34,,540875.34,kepco_hybrid_forecast_v1
2022-10,2022,10,충북,832093.96,estimated,832093.96,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,832093.96,,832093.96,kepco_hybrid_forecast_v1
2022-11,2022,11,강원,1115049.92,estimated,1115049.92,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1115049.92,,1115049.92,kepco_hybrid_forecast_v1
2022-11,2022,11,경기,2669082.05,estimated,2669082.05,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,2669082.05,,2669082.05,kepco_hybrid_forecast_v1
2022-11,2022,11,경남,1486752.09,estimated,1486752.09,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1486752.09,,1486752.09,kepco_hybrid_forecast_v1
2022-11,2022,11,경북,1015962.73,estimated,1015962.73,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1015962.73,,1015962.73,kepco_hybrid_forecast_v1
2022-11,2022,11,광주,612562.01,estimated,612562.01,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,612562.01,,612562.01,kepco_hybrid_forecast_v1
2022-11,2022,11,대구,961245.09,estimated,961245.09,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,961245.09,,961245.09,kepco_hybrid_forecast_v1
2022-11,2022,11,대전,736178.76,estimated,736178.76,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,736178.76,,736178.76,kepco_hybrid_forecast_v1
2022-11,2022,11,부산,697099.4,estimated,697099.4,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,697099.4,,697099.4,kepco_hybrid_forecast_v1
2022-11,2022,11,서울,1741773.36,estimated,1741773.36,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1741773.36,,1741773.36,kepco_hybrid_forecast_v1
2022-11,2022,11,세종,190737.82,estimated,190737.82,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,190737.82,,190737.82,kepco_hybrid_forecast_v1
2022-11,2022,11,울산,216404.49,estimated,216404.49,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,216404.49,,216404.49,kepco_hybrid_forecast_v1
2022-11,2022,11,인천,844545.16,estimated,844545.16,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,844545.16,,844545.16,kepco_hybrid_forecast_v1
2022-11,2022,11,전남,1172027.6,estimated,1172027.6,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1172027.6,,1172027.6,kepco_hybrid_forecast_v1
2022-11,2022,11,전북,625845.79,estimated,625845.79,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,625845.79,,625845.79,kepco_hybrid_forecast_v1
2022-11,2022,11,제주,1006723.35,estimated,1006723.35,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1006723.35,,1006723.35,kepco_hybrid_forecast_v1
2022-11,2022,11,충남,553403.25,estimated,553403.25,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,553403.25,,553403.25,kepco_hybrid_forecast_v1
2022-11,2022,11,충북,839279.65,estimated,839279.65,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,839279.65,,839279.65,kepco_hybrid_forecast_v1
2022-12,2022,12,강원,1252597.67,estimated,1252597.67,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1252597.67,,1252597.67,kepco_hybrid_forecast_v1
2022-12,2022,12,경기,3161098.99,estimated,3161098.99,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,3161098.99,,3161098.99,kepco_hybrid_forecast_v1
2022-12,2022,12,경남,1675906.81,estimated,1675906.81,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1675906.81,,1675906.81,kepco_hybrid_forecast_v1
2022-12,2022,12,경북,1136668.57,estimated,1136668.57,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1136668.57,,1136668.57,kepco_hybrid_forecast_v1
2022-12,2022,12,광주,685345.13,estimated,685345.13,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,685345.13,,685345.13,kepco_hybrid_forecast_v1
2022-12,2022,12,대구,1118884.42,estimated,1118884.42,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1118884.42,,1118884.42,kepco_hybrid_forecast_v1
2022-12,2022,12,대전,896001.63,estimated,896001.63,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,896001.63,,896001.63,kepco_hybrid_forecast_v1
2022-12,2022,12,부산,820876.81,estimated,820876.81,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,820876.81,,820876.81,kepco_hybrid_forecast_v1
2022-12,2022,12,서울,2310837.76,estimated,2310837.76,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,2310837.76,,2310837.76,kepco_hybrid_forecast_v1
2022-12,2022,12,세종,220315.34,estimated,220315.34,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,220315.34,,220315.34,kepco_hybrid_forecast_v1
2022-12,2022,12,울산,248430.66,estimated,248430.66,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,248430.66,,248430.66,kepco_hybrid_forecast_v1
2022-12,2022,12,인천,1035482.05,estimated,1035482.05,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1035482.05,,1035482.05,kepco_hybrid_forecast_v1
2022-12,2022,12,전남,1245717.5,estimated,1245717.5,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1245717.5,,1245717.5,kepco_hybrid_forecast_v1
2022-12,2022,12,전북,634294.28,estimated,634294.28,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,634294.28,,634294.28,kepco_hybrid_forecast_v1
2022-12,2022,12,제주,1190826.18,estimated,1190826.18,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,1190826.18,,1190826.18,kepco_hybrid_forecast_v1
2022-12,2022,12,충남,595725.45,estimated,595725.45,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,595725.45,,595725.45,kepco_hybrid_forecast_v1
2022-12,2022,12,충북,909288.57,estimated,909288.57,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,909288.57,,909288.57,kepco_hybrid_forecast_v1
2023-01,2023,1,강원,1084361.84,estimated,1084361.84,479672.78,1.0,0.0,kepco_hybrid_moe_load_v1,1084361.84,,1084361.84,kepco_hybrid_forecast_v1
2023-01,2023,1,경기,2736961.13,estimated,2736961.13,1423910.53,1.0,0.0,kepco_hybrid_moe_load_v1,2736961.13,,2736961.13,kepco_hybrid_forecast_v1
2023-01,2023,1,경남,1511977.38,estimated,1511977.38,643970.15,1.0,0.0,kepco_hybrid_moe_load_v1,1511977.38,,1511977.38,kepco_hybrid_forecast_v1
2023-01,2023,1,경북,1049082.29,estimated,1049082.29,696847.46,1.0,0.0,kepco_hybrid_moe_load_v1,1049082.29,,1049082.29,kepco_hybrid_forecast_v1
2023-01,2023,1,광주,612369.22,estimated,612369.22,188847.55,1.0,0.0,kepco_hybrid_moe_load_v1,612369.22,,612369.22,kepco_hybrid_forecast_v1
2023-01,2023,1,대구,973874.67,estimated,973874.67,356921.87,1.0,0.0,kepco_hybrid_moe_load_v1,973874.67,,973874.67,kepco_hybrid_forecast_v1
2023-01,2023,1,대전,772025.95,estimated,772025.95,224728.59,1.0,0.0,kepco_hybrid_moe_load_v1,772025.95,,772025.95,kepco_hybrid_forecast_v1
2023-01,2023,1,부산,716781.85,estimated,716781.85,343702.54,1.0,0.0,kepco_hybrid_moe_load_v1,716781.85,,716781.85,kepco_hybrid_forecast_v1
2023-01,2023,1,서울,2003663.5,estimated,2003663.5,1004668.97,1.0,0.0,kepco_hybrid_moe_load_v1,2003663.5,,2003663.5,kepco_hybrid_forecast_v1
2023-01,2023,1,세종,201450.86,estimated,201450.86,134081.76,1.0,0.0,kepco_hybrid_moe_load_v1,201450.86,,201450.86,kepco_hybrid_forecast_v1
2023-01,2023,1,울산,221755.92,estimated,221755.92,94423.78,1.0,0.0,kepco_hybrid_moe_load_v1,221755.92,,221755.92,kepco_hybrid_forecast_v1
2023-01,2023,1,인천,905118.33,estimated,905118.33,324817.79,1.0,0.0,kepco_hybrid_moe_load_v1,905118.33,,905118.33,kepco_hybrid_forecast_v1
2023-01,2023,1,전남,1179455.37,estimated,1179455.37,496669.06,1.0,0.0,kepco_hybrid_moe_load_v1,1179455.37,,1179455.37,kepco_hybrid_forecast_v1
2023-01,2023,1,전북,596323.92,estimated,596323.92,373918.15,1.0,0.0,kepco_hybrid_moe_load_v1,596323.92,,596323.92,kepco_hybrid_forecast_v1
2023-01,2023,1,제주,1108936.56,estimated,1108936.56,379583.58,1.0,0.0,kepco_hybrid_moe_load_v1,1108936.56,,1108936.56,kepco_hybrid_forecast_v1
2023-01,2023,1,충남,544031.15,estimated,544031.15,402245.28,1.0,0.0,kepco_hybrid_moe_load_v1,544031.15,,544031.15,kepco_hybrid_forecast_v1
2023-01,2023,1,충북,798650.18,estimated,798650.18,360698.82,1.0,0.0,kepco_hybrid_moe_load_v1,798650.18,,798650.18,kepco_hybrid_forecast_v1
2023-02,2023,2,강원,893078.71,estimated,893078.71,410808.94,1.0,0.0,kepco_hybrid_moe_load_v1,893078.71,,893078.71,kepco_hybrid_forecast_v1
2023-02,2023,2,경기,2336495.44,estimated,2336495.44,1219487.96,1.0,0.0,kepco_hybrid_moe_load_v1,2336495.44,,2336495.44,kepco_hybrid_forecast_v1
2023-02,2023,2,경남,1262244.9,estimated,1262244.9,551519.09,1.0,0.0,kepco_hybrid_moe_load_v1,1262244.9,,1262244.9,kepco_hybrid_forecast_v1
2023-02,2023,2,경북,897797.83,estimated,897797.83,596805.11,1.0,0.0,kepco_hybrid_moe_load_v1,897797.83,,897797.83,kepco_hybrid_forecast_v1
2023-02,2023,2,광주,515892.29,estimated,515892.29,161735.8,1.0,0.0,kepco_hybrid_moe_load_v1,515892.29,,515892.29,kepco_hybrid_forecast_v1
2023-02,2023,2,대구,777663.8,estimated,777663.8,305680.67,1.0,0.0,kepco_hybrid_moe_load_v1,777663.8,,777663.8,kepco_hybrid_forecast_v1
2023-02,2023,2,대전,643365.3,estimated,643365.3,192465.61,1.0,0.0,kepco_hybrid_moe_load_v1,643365.3,,643365.3,kepco_hybrid_forecast_v1
2023-02,2023,2,부산,586961.07,estimated,586961.07,294359.16,1.0,0.0,kepco_hybrid_moe_load_v1,586961.07,,586961.07,kepco_hybrid_forecast_v1
2023-02,2023,2,서울,1612955.74,estimated,1612955.74,860434.47,1.0,0.0,kepco_hybrid_moe_load_v1,1612955.74,,1612955.74,kepco_hybrid_forecast_v1
2023-02,2023,2,세종,185645.12,estimated,185645.12,114832.42,1.0,0.0,kepco_hybrid_moe_load_v1,185645.12,,185645.12,kepco_hybrid_forecast_v1
2023-02,2023,2,울산,179184.03,estimated,179184.03,80867.9,1.0,0.0,kepco_hybrid_moe_load_v1,179184.03,,179184.03,kepco_hybrid_forecast_v1
2023-02,2023,2,인천,728998.06,estimated,728998.06,278185.58,1.0,0.0,kepco_hybrid_moe_load_v1,728998.06,,728998.06,kepco_hybrid_forecast_v1
2023-02,2023,2,전남,1024164.91,estimated,1024164.91,425365.16,1.0,0.0,kepco_hybrid_moe_load_v1,1024164.91,,1024164.91,kepco_hybrid_forecast_v1
2023-02,2023,2,전북,513660.25,estimated,513660.25,320236.89,1.0,0.0,kepco_hybrid_moe_load_v1,513660.25,,513660.25,kepco_hybrid_forecast_v1
2023-02,2023,2,제주,1088643.94,estimated,1088643.94,325088.96,1.0,0.0,kepco_hybrid_moe_load_v1,1088643.94,,1088643.94,kepco_hybrid_forecast_v1
2023-02,2023,2,충남,485507.76,estimated,485507.76,344497.26,1.0,0.0,kepco_hybrid_moe_load_v1,485507.76,,485507.76,kepco_hybrid_forecast_v1
2023-02,2023,2,충북,704388.3,estimated,704388.3,308915.38,1.0,0.0,kepco_hybrid_moe_load_v1,704388.3,,704388.3,kepco_hybrid_forecast_v1
2023-03,2023,3,강원,892022.01,estimated,892022.01,412362.37,1.0,0.0,kepco_hybrid_moe_load_v1,892022.01,,892022.01,kepco_hybrid_forecast_v1
2023-03,2023,3,경기,2365107.42,estimated,2365107.42,1224099.32,1.0,0.0,kepco_hybrid_moe_load_v1,2365107.42,,2365107.42,kepco_hybrid_forecast_v1
2023-03,2023,3,경남,1406536.75,estimated,1406536.75,553604.6,1.0,0.0,kepco_hybrid_moe_load_v1,1406536.75,,1406536.75,kepco_hybrid_forecast_v1
2023-03,2023,3,경북,936334.46,estimated,936334.46,599061.87,1.0,0.0,kepco_hybrid_moe_load_v1,936334.46,,936334.46,kepco_hybrid_forecast_v1
2023-03,2023,3,광주,516579.7,estimated,516579.7,162347.39,1.0,0.0,kepco_hybrid_moe_load_v1,516579.7,,516579.7,kepco_hybrid_forecast_v1
2023-03,2023,3,대구,762687.78,estimated,762687.78,306836.57,1.0,0.0,kepco_hybrid_moe_load_v1,762687.78,,762687.78,kepco_hybrid_forecast_v1
2023-03,2023,3,대전,646179.16,estimated,646179.16,193193.39,1.0,0.0,kepco_hybrid_moe_load_v1,646179.16,,646179.16,kepco_hybrid_forecast_v1
2023-03,2023,3,부산,618864.52,estimated,618864.52,295472.25,1.0,0.0,kepco_hybrid_moe_load_v1,618864.52,,618864.52,kepco_hybrid_forecast_v1
2023-03,2023,3,서울,1439034.18,estimated,1439034.18,863688.11,1.0,0.0,kepco_hybrid_moe_load_v1,1439034.18,,1439034.18,kepco_hybrid_forecast_v1
2023-03,2023,3,세종,188914.71,estimated,188914.71,115266.65,1.0,0.0,kepco_hybrid_moe_load_v1,188914.71,,188914.71,kepco_hybrid_forecast_v1
2023-03,2023,3,울산,185794.5,estimated,185794.5,81173.69,1.0,0.0,kepco_hybrid_moe_load_v1,185794.5,,185794.5,kepco_hybrid_forecast_v1
2023-03,2023,3,인천,696496.94,estimated,696496.94,279237.51,1.0,0.0,kepco_hybrid_moe_load_v1,696496.94,,696496.94,kepco_hybrid_forecast_v1
2023-03,2023,3,전남,1205166.31,estimated,1205166.31,426973.63,1.0,0.0,kepco_hybrid_moe_load_v1,1205166.31,,1205166.31,kepco_hybrid_forecast_v1
2023-03,2023,3,전북,578210.74,estimated,578210.74,321447.83,1.0,0.0,kepco_hybrid_moe_load_v1,578210.74,,578210.74,kepco_hybrid_forecast_v1
2023-03,2023,3,제주,1129523.95,estimated,1129523.95,326318.25,1.0,0.0,kepco_hybrid_moe_load_v1,1129523.95,,1129523.95,kepco_hybrid_forecast_v1
2023-03,2023,3,충남,517992.48,estimated,517992.48,345799.94,1.0,0.0,kepco_hybrid_moe_load_v1,517992.48,,517992.48,kepco_hybrid_forecast_v1
2023-03,2023,3,충북,734607.9,estimated,734607.9,310083.51,1.0,0.0,kepco_hybrid_moe_load_v1,734607.9,,734607.9,kepco_hybrid_forecast_v1
2023-04,2023,4,강원,903318.89,estimated,903318.89,385836.11,1.0,0.0,kepco_hybrid_moe_load_v1,903318.89,,903318.89,kepco_hybrid_forecast_v1
2023-04,2023,4,경기,2186460.76,estimated,2186460.76,1145356.01,1.0,0.0,kepco_hybrid_moe_load_v1,2186460.76,,2186460.76,kepco_hybrid_forecast_v1
2023-04,2023,4,경남,1360860.21,estimated,1360860.21,517992.57,1.0,0.0,kepco_hybrid_moe_load_v1,1360860.21,,1360860.21,kepco_hybrid_forecast_v1
2023-04,2023,4,경북,918876.2,estimated,918876.2,560525.69,1.0,0.0,kepco_hybrid_moe_load_v1,918876.2,,918876.2,kepco_hybrid_forecast_v1
2023-04,2023,4,광주,488230.57,estimated,488230.57,151903.98,1.0,0.0,kepco_hybrid_moe_load_v1,488230.57,,488230.57,kepco_hybrid_forecast_v1
2023-04,2023,4,대구,725133.48,estimated,725133.48,287098.52,1.0,0.0,kepco_hybrid_moe_load_v1,725133.48,,725133.48,kepco_hybrid_forecast_v1
2023-04,2023,4,대전,607829.66,estimated,607829.66,180765.74,1.0,0.0,kepco_hybrid_moe_load_v1,607829.66,,607829.66,kepco_hybrid_forecast_v1
2023-04,2023,4,부산,581273.96,estimated,581273.96,276465.24,1.0,0.0,kepco_hybrid_moe_load_v1,581273.96,,581273.96,kepco_hybrid_forecast_v1
2023-04,2023,4,서울,1323798.2,estimated,1323798.2,808129.17,1.0,0.0,kepco_hybrid_moe_load_v1,1323798.2,,1323798.2,kepco_hybrid_forecast_v1
2023-04,2023,4,세종,163805.96,estimated,163805.96,107851.83,1.0,0.0,kepco_hybrid_moe_load_v1,163805.96,,163805.96,kepco_hybrid_forecast_v1
2023-04,2023,4,울산,169131.3,estimated,169131.3,75951.99,1.0,0.0,kepco_hybrid_moe_load_v1,169131.3,,169131.3,kepco_hybrid_forecast_v1
2023-04,2023,4,인천,628208.62,estimated,628208.62,261274.85,1.0,0.0,kepco_hybrid_moe_load_v1,628208.62,,628208.62,kepco_hybrid_forecast_v1
2023-04,2023,4,전남,1226126.75,estimated,1226126.75,399507.47,1.0,0.0,kepco_hybrid_moe_load_v1,1226126.75,,1226126.75,kepco_hybrid_forecast_v1
2023-04,2023,4,전북,574961.93,estimated,574961.93,300769.88,1.0,0.0,kepco_hybrid_moe_load_v1,574961.93,,574961.93,kepco_hybrid_forecast_v1
2023-04,2023,4,제주,1147775.26,estimated,1147775.26,305327.0,1.0,0.0,kepco_hybrid_moe_load_v1,1147775.26,,1147775.26,kepco_hybrid_forecast_v1
2023-04,2023,4,충남,509567.85,estimated,509567.85,323555.48,1.0,0.0,kepco_hybrid_moe_load_v1,509567.85,,509567.85,kepco_hybrid_forecast_v1
2023-04,2023,4,충북,710529.72,estimated,710529.72,290136.6,1.0,0.0,kepco_hybrid_moe_load_v1,710529.72,,710529.72,kepco_hybrid_forecast_v1
2023-05,2023,5,강원,950306.63,estimated,950306.63,393499.67,1.0,0.0,kepco_hybrid_moe_load_v1,950306.63,,950306.63,kepco_hybrid_forecast_v1
2023-05,2023,5,경기,2252820.65,estimated,2252820.65,1168105.31,1.0,0.0,kepco_hybrid_moe_load_v1,2252820.65,,2252820.65,kepco_hybrid_forecast_v1
2023-05,2023,5,경남,1414416.72,estimated,1414416.72,528281.05,1.0,0.0,kepco_hybrid_moe_load_v1,1414416.72,,1414416.72,kepco_hybrid_forecast_v1
2023-05,2023,5,경북,955721.8,estimated,955721.8,571658.96,1.0,0.0,kepco_hybrid_moe_load_v1,955721.8,,955721.8,kepco_hybrid_forecast_v1
2023-05,2023,5,광주,517009.98,estimated,517009.98,154921.13,1.0,0.0,kepco_hybrid_moe_load_v1,517009.98,,517009.98,kepco_hybrid_forecast_v1
